38,3204,虫除け器の生産券
38,3B04,戯曲の生産券
38,3C04,Ｓエッジの生産券
38,CE04,珠剣【氷】生産券
38,CF04,珠剣【火】生産券
38,D004,秘刀【雷】生産券
38,D104,１周年生産券・頭
38,D204,１周年生産券・胴
38,D304,１周年生産券・腕
38,D404,１周年生産券・腰
38,D504,１周年生産券・脚
38,B405,水晶ランス生産券
38,B505,Ｐヘッド生産券
38,B605,Ｐメイル生産券
38,B705,Ｐアーム生産券
38,B805,Ｐコート生産券
38,B905,Ｐブーツ生産券
38,BA05,火竜家具生産券
38,FC05,Ｅエッジの生産券
38,FD05,星祭の生産券
38,FE05,七夕の生産券
38,FF05,Ｎヘッドの生産券
38,4E06,Ｄレイピア生産券
38,4F06,Ｗレイピア生産券
38,5006,ソリッド生産券
38,5106,ソリッド改生産券
38,5206,Ｃ・マテリ生産券
38,5306,リキッド生産券
38,5406,リキッド改生産券
38,5506,Ｃ・エレメ生産券
38,5606,リアン生産券・頭
38,5706,リアン生産券・胴
38,5806,リアン生産券・腕
38,5906,リアン生産券・腰
38,5A06,リアン生産券・脚
38,5E06,ＨＬ生産券
38,5F06,ＥＸ生産券
38,6006,ＣＡ生産券
38,6C06,ＢＰ生産券【１】
38,6D06,ＢＰ生産券【２】
38,6E06,ＢＰ生産券【３】
38,6F06,ＢＰ生産券【４】
38,7006,ＢＰ生産券【５】
38,7106,ＢＰ生産券【６】
38,7206,ＢＰ生産券【７】
38,7306,ＢＰ生産券【８】
38,AB06,フルフルＬ生産券
38,AC06,Ｍクリーク生産券
38,AD06,Ｂマルシュ生産券
38,AE06,屠龍刃生産券
38,AF06,水晶大剣生産券
38,B106,スクァーレ生産券
38,B206,カッツェ生産券
38,B306,ヴォルペ生産券
38,B606,アルマ生産券・頭
38,B706,アルマ生産券・胴
38,B806,アルマ生産券・腕
38,B906,アルマ生産券・腰
38,BA06,アルマ生産券・脚
38,BB06,白猫生産券・頭
38,BC06,白猫生産券・胴
38,BD06,白猫生産券・腕
38,BE06,白猫生産券・腰
38,BF06,白猫生産券・脚
39,C906,ＤＬ生産券
39,D106,ＢＰ２生産券・１
39,D206,ＢＰ２生産券・２
39,D306,ＢＰ２生産券・３
39,D406,ＢＰ２生産券・４
39,D506,ＢＰ２生産券・５
39,D606,ＢＰ２生産券・６
39,D706,ＢＰ２生産券・７
39,D806,ＢＰ２生産券・８
39,D906,ＴＰ生産券・１
39,DA06,ＴＰ生産券・２
39,DB06,ＴＰ生産券・３
39,DC06,ＴＰ生産券・４
39,DD06,ＴＰ生産券・５
39,DF06,Ｇシミター生産券
39,E006,Ｆベルジュ生産券
39,E106,紅水晶生産券
39,E206,紫水晶生産券
39,E306,セラムＺ生産券
39,E406,アイゼンＺ生産券
39,E506,セラムＶ生産券
39,E606,アイゼンＶ生産券
39,E706,ガウシカＨ生産券
39,E906,イクス生産券・頭
39,EA06,イクス生産券・胴
39,EB06,イクス生産券・腕
39,EC06,イクス生産券・腰
39,ED06,イクス生産券・脚
39,F006,メタル生産券・頭
39,F106,メタル生産券・胴
39,F206,メタル生産券・腕
39,F306,メタル生産券・腰
39,F406,メタル生産券・脚
39,F506,ツリー生産券・上
39,0E07,ツリー生産券・中
39,0F07,ツリー生産券・下
39,1107,ＢＰ３生産券・１
39,1207,ＢＰ３生産券・２
39,1307,ＢＰ３生産券・３
39,1407,ＢＰ３生産券・４
39,1507,ＢＰ３生産券・５
39,1607,ＢＰ３生産券・６
39,1707,ＢＰ３生産券・７
39,1807,ＢＰ３生産券・８
39,1B07,ジリーノＡ生産券
39,1C07,テタールＡ生産券
39,1D07,アイルーＫ生産券
39,1E07,メラルーＫ生産券
39,2207,クラウン生産券
39,2307,パビリオン生産券
39,2407,パッドＳ生産券
39,2507,テイルＳ生産券
39,2607,Ｄパライズ生産券
39,2707,Ｌパライズ生産券
39,2807,Ｎアント生産券
39,2907,Ｄポイズン生産券
39,2A07,Ｌポイズン生産券
39,2B07,Ｎヴェスパ生産券
39,2C07,シャラン生産券頭
39,2D07,シャラン生産券胴
39,2E07,シャラン生産券腕
39,2F07,シャラン生産券腰
39,3007,シャラン生産券脚
39,3107,レアル生産券頭
40,3207,レアル生産券胴
40,3307,レアル生産券腕
40,3407,レアル生産券腰
40,3507,レアル生産券脚
40,4307,ＶＩＳＡ生産券
40,D007,ＢＰ４生産券・１
40,D107,ＢＰ４生産券・２
40,D207,ＢＰ４生産券・３
40,D307,ＢＰ４生産券・４
40,D407,ＢＰ４生産券・５
40,D507,ＢＰ４生産券・６
40,D607,ＢＰ４生産券・７
40,D707,ＢＰ４生産券・８
40,DB07,アクアＰ生産券
40,DC07,グロムＰ生産券
40,DD07,フロストＦ生産券
40,DE07,カームＦ生産券
40,DF07,スノウＦ生産券
40,E007,グランＦ生産券
40,E107,Ｆカノン生産券
40,E207,Ｄカノン生産券
40,E307,星鷲弓生産券
40,E407,星琴弓生産券
40,E507,フェルム生産券頭
40,E607,フェルム生産券胴
40,E707,フェルム生産券腕
40,E807,フェルム生産券腰
40,E907,フェルム生産券脚
40,EA07,クレール生産券頭
40,EB07,クレール生産券胴
40,EC07,クレール生産券腕
40,ED07,クレール生産券腰
40,EE07,クレール生産券脚
40,3108,陽飾太刀生産券
40,3208,宵飾太刀生産券
40,3308,ブリッツ生産券
40,3408,パール生産券
40,3508,パラライズ生産券
40,3608,レーヴ生産券
40,3708,アスト生産券
40,3808,マグニ生産券
40,3908,壱式生産券
40,3A08,壱式・改生産券
40,3B08,壱式【駒】生産券
40,3C08,弐式生産券
40,3D08,弐式・改生産券
40,3E08,弐式【駒】生産券
40,3F08,ＴＮ生産券・１
40,4008,ＴＮ生産券・２
